Metrics for Vertices: 1500, Edges:12000, Clusters:5, Terminals: 4, HubSize: 6, HubEdges: 6, Budget: 4
budget,clusters,duration,edges,graph,hubEdges,hubSize,leaves,solutionCost,terminals,vertices
4,5,2356,12000,1500_andleE4_4_(0),6,6,1,4,4,1500
4,5,4136,12000,1500_andleE4_4_(1),6,6,1,4,4,1500
4,5,4343,12000,1500_andleE4_4_(2),6,6,1,4,4,1500
4,5,2339,12000,1500_andleE4_4_(3),6,6,1,4,4,1500
4,5,2351,12000,1500_andleE4_4_(4),6,6,1,4,4,1500
4,5,2437,12000,1500_andleE4_4_(5),6,6,1,4,4,1500
4,5,2361,12000,1500_andleE4_4_(6),6,6,1,4,4,1500
4,5,2584,12000,1500_andleE4_4_(7),6,6,1,4,4,1500
4,5,4410,12000,1500_andleE4_4_(8),6,6,1,4,4,1500
4,5,2406,12000,1500_andleE4_4_(9),6,6,1,4,4,1500
