Metrics for Vertices: 1500, Edges:12000, Clusters:4, Terminals: 3, HubSize: 8, HubEdges: 8, Budget: 6
budget,clusters,duration,edges,graph,hubEdges,hubSize,leaves,solutionCost,terminals,vertices
6,4,3056,12000,1500_andleE3_6_(0),8,8,1,6,3,1500
6,4,2907,12000,1500_andleE3_6_(1),8,8,1,6,3,1500
6,4,3095,12000,1500_andleE3_6_(2),8,8,1,6,3,1500
6,4,3215,12000,1500_andleE3_6_(3),8,8,1,6,3,1500
6,4,1795,12000,1500_andleE3_6_(4),8,8,1,6,3,1500
6,4,3032,12000,1500_andleE3_6_(5),8,8,1,6,3,1500
6,4,2849,12000,1500_andleE3_6_(6),8,8,1,6,3,1500
6,4,2960,12000,1500_andleE3_6_(7),8,8,1,6,3,1500
6,4,3001,12000,1500_andleE3_6_(8),8,8,1,6,3,1500
6,4,3060,12000,1500_andleE3_6_(9),8,8,1,6,3,1500
