Metrics for Vertices: 500, Edges:4000, Clusters:4, Terminals: 3, HubSize: 9, HubEdges: 9, Budget: 7
budget,clusters,duration,edges,graph,hubEdges,hubSize,leaves,solutionCost,terminals,vertices
7,4,523,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(0),9,9,1,7,3,500
7,4,545,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(1),9,9,1,7,3,500
7,4,535,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(2),9,9,1,7,3,500
7,4,763,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(3),9,9,1,7,3,500
7,4,738,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(4),9,9,1,7,3,500
7,4,604,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(5),9,9,1,7,3,500
7,4,823,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(6),9,9,1,7,3,500
7,4,556,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(7),9,9,1,7,3,500
7,4,525,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(8),9,9,1,7,3,500
7,4,572,4000,500_tImpl() == 0 || dj.getSize() == var.getSize()) || (ILOSTD(cerr) << "arrays sizes don't match" << ILOSTD(endl), ilo_stop_assert())3_7_(9),9,9,1,7,3,500
